"","crash_number","date_time","year","day_of_week","object_1","object_2","street_name","location","Longitude","Latitude","weather","hospitals","gender","month","month_name","day","Weekday","dow","Week","Season"
"126",27088,2011-01-24,2011,"Tuesday","Auto","Auto","Third St"," Third St &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",1,"Jan",24,"Monday",2,4,"Winter"
"127",25414,2011-01-26,2011,"Wednesday","Auto","Auto","Columbia St"," Columbia St &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",1,"Jan",26,"Wednesday",4,4,"Winter"
"128",25427,2011-01-28,2011,"Friday","Auto","Parked Vehicle","FRESH POND PKY"," FRESH POND PKY &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",1,"Jan",28,"Friday",6,4,"Winter"
"129",25470,2011-02-03,2011,"Thursday","Auto","Auto","PHILLIPS PL"," PHILLIPS PL &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Female",2,"Feb",3,"Thursday",5,5,"Winter"
"130",25487,2011-02-04,2011,"Friday","Auto","Parked Vehicle","HOWARD ST"," HOWARD ST &  Cambridge, MA",-71.1483002,42.3768005,"rain","1","Female",2,"Feb",4,"Friday",6,5,"Winter"
"131",25491,2011-02-04,2011,"Friday","Bus (Other)","Auto","Amesbury St"," Amesbury St &  Cambridge, MA",-71.1483002,42.3768005,"snow","1","Female",2,"Feb",4,"Friday",6,5,"Winter"
"132",25516,2011-02-04,2011,"Friday","Auto","Parked Vehicle","HAMILTON ST"," HAMILTON ST &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",2,"Feb",4,"Friday",6,5,"Winter"
"133",25500,2011-02-05,2011,"Saturday","Auto","Auto","Massachusetts Ave"," Massachusetts Ave &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",2,"Feb",5,"Saturday",7,6,"Winter"
"134",25527,2011-02-06,2011,"Sunday","Auto","Parked Vehicle","Evereteze Way"," Evereteze Way &  Cambridge, MA",-71.1483002,42.3768005,"snow","1","Female",2,"Feb",6,"Sunday",1,6,"Winter"
"135",25522,2011-02-07,2011,"Monday","Auto","Parked Vehicle","Tremont St"," Tremont St &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",2,"Feb",7,"Monday",2,6,"Winter"
"136",25535,2011-02-08,2011,"Tuesday","Auto","Auto","HOWARD ST"," HOWARD ST &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Male",2,"Feb",8,"Tuesday",3,6,"Winter"
"137",25539,2011-02-08,2011,"Tuesday","Auto","Parked Vehicle","Watson St"," Watson St &  Cambridge, MA",-71.1483002,42.3768005,"rain","1","Male",2,"Feb",8,"Tuesday",3,6,"Winter"
"138",25595,2011-02-10,2011,"Thursday","Auto","Parked Vehicle","Putnam Ave"," Putnam Ave &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",2,"Feb",10,"Thursday",5,6,"Winter"
"139",25561,2011-02-11,2011,"Thursday","Bicycle","Parked Vehicle","Trowbridge St"," Trowbridge St & MEMORIAL DR Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",2,"Feb",11,"Friday",6,6,"Winter"
"140",25592,2011-02-12,2011,"Saturday","Auto","Parked Vehicle","Walden St"," Walden St &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",2,"Feb",12,"Saturday",7,7,"Winter"
"141",28578,2013-01-03,2013,"Thursday","Auto","Parked Vehicle","GOLD STAR RD"," GOLD STAR RD &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Male",1,"Jan",3,"Thursday",5,1,"Winter"
"142",25631,2011-02-24,2011,"Thursday","Auto","Auto","GREEN ST"," GREEN ST &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",2,"Feb",24,"Thursday",5,8,"Winter"
"143",25728,2011-03-16,2011,"Wednesday","Auto","Parked Vehicle","Ware St"," Ware St &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",3,"Mar",16,"Wednesday",4,11,"Spring"
"144",25730,2011-03-16,2011,"Wednesday","Auto","Pedestrian","Webster Ave"," Webster Ave &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",3,"Mar",16,"Wednesday",4,11,"Spring"
"145",25731,2011-03-16,2011,"Wednesday","Truck","Fixed Object","MAIN ST"," MAIN ST &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",3,"Mar",16,"Wednesday",4,11,"Spring"
"146",25740,2011-03-19,2011,"Saturday","Auto","Fixed Object","Cambridge St"," Cambridge St &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","6","Female",3,"Mar",19,"Saturday",7,12,"Spring"
"147",25770,2011-03-26,2011,"Saturday","Auto","Parked Vehicle","Peabody St"," Peabody St &  Cambridge, MA",-71.1483002,42.3768005,"snow","1","Female",3,"Mar",26,"Saturday",7,13,"Spring"
"148",25790,2011-03-31,2011,"Thursday","Auto","Parked Vehicle","MAGAZINE ST"," MAGAZINE ST &  Cambridge, MA",-71.1483002,42.3768005,"rain","1","Male",3,"Mar",31,"Thursday",5,13,"Spring"
"149",25857,2011-04-15,2011,"","Auto","Parked Vehicle","MAIN ST"," MAIN ST &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",4,"Apr",15,"Friday",6,15,"Spring"
"150",25862,2011-04-16,2011,"","Auto","Auto","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",4,"Apr",16,"Saturday",7,16,"Spring"
"151",25863,2011-04-17,2011,"","Auto","Parked Vehicle","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",-71.1483002,42.3768005,"clear","1","Male",4,"Apr",17,"Sunday",1,16,"Spring"
"152",26169,2011-04-20,2011,"","Auto","Taxi","MEMORIAL DR"," MEMORIAL DR &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",4,"Apr",20,"Wednesday",4,16,"Spring"
"153",25936,2011-05-11,2011,"Wednesday","Auto","Parked Vehicle","Lancaster St"," Lancaster St &  Cambridge, MA",-71.1483002,42.3768005,"snow","1","Male",5,"May",11,"Wednesday",4,19,"Spring"
"154",25905,2011-05-01,2011,"Sunday","Auto","Fixed Object","Concord Ave","700 Concord Ave Cambridge, MA",-71.1483002,42.3768005,"rain","1","Male",5,"May",1,"Sunday",1,18,"Spring"
"155",25923,2011-05-06,2011,"","Auto","Auto","","  &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",5,"May",6,"Friday",6,18,"Spring"
"156",25935,2011-05-10,2011,"Tuesday","Auto","Moped","Berkshire St"," Berkshire St &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",5,"May",10,"Tuesday",3,19,"Spring"
"157",25944,2011-05-11,2011,"Wednesday","Auto","Parked Vehicle","","  &  Cambridge, MA",-71.1483002,42.3768005,"clear","1","Female",5,"May",11,"Wednesday",4,19,"Spring"
"158",26413,2011-08-29,2011,"Monday","Auto","Parked Vehicle","FIRST ST"," FIRST ST &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",8,"Aug",29,"Monday",2,35,"Summer"
"159",26010,2011-05-27,2011,"Friday","Auto","Auto","Second St"," Second St &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",5,"May",27,"Friday",6,21,"Spring"
"160",26019,2011-05-27,2011,"Friday","Auto","Parked Vehicle","Willow St"," Willow St &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",5,"May",27,"Friday",6,21,"Spring"
"161",26029,2011-06-02,2011,"Thursday","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",6,"Jun",2,"Thursday",5,22,"Summer"
"162",26031,2011-06-02,2011,"Tuesday","Taxi","Auto","JFK St"," JFK St &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",6,"Jun",2,"Thursday",5,22,"Summer"
"163",26035,2011-06-04,2011,"Saturday","Auto","Parked Vehicle","Auburn St"," Auburn St &  Cambridge, MA",-71.1483002,42.3768005,"clear","1","Male",6,"Jun",4,"Saturday",7,23,"Summer"
"164",26083,2011-06-12,2011,"Sunday","Auto","Auto","Hampshire St"," Hampshire St &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",6,"Jun",12,"Sunday",1,24,"Summer"
"165",26491,2011-09-16,2011,"Friday","Auto","Truck","","  &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",9,"Sep",16,"Friday",6,37,"Fall"
"166",26092,2011-06-14,2011,"Tuesday","Auto","Auto","PROSPECT ST"," PROSPECT ST &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",6,"Jun",14,"Tuesday",3,24,"Summer"
"167",26175,2011-06-16,2011,"","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Female",6,"Jun",16,"Thursday",5,24,"Summer"
"168",26130,2011-06-23,2011,"Thursday","Truck","Auto","HUNTING ST"," HUNTING ST &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",6,"Jun",23,"Thursday",5,25,"Summer"
"169",26146,2011-06-25,2011,"Saturday","Auto","Parked Vehicle","Cameron Ave"," Cameron Ave &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",6,"Jun",25,"Saturday",7,26,"Summer"
"170",28612,2013-01-03,2013,"Thursday","Auto","Parked Vehicle","MURRAY HILL RD"," MURRAY HILL RD &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",1,"Jan",3,"Thursday",5,1,"Winter"
"171",26177,2011-06-30,2011,"","Auto","Bicycle","HARVARD ST"," HARVARD ST & Crawford St Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Male",6,"Jun",30,"Thursday",5,26,"Summer"
"172",26212,2011-07-04,2011,"","Motorcycle","Miscellaneous","Washington St"," Washington St &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",7,"Jul",4,"Monday",2,27,"Summer"
"173",26190,2011-07-11,2011,"","Auto","Auto","RUFO RD"," RUFO RD &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",7,"Jul",11,"Monday",2,28,"Summer"
"174",26196,2011-07-12,2011,"Tuesday","Auto","Parked Vehicle","Putnam Ave"," Putnam Ave &  Cambridge, MA",-71.1483002,42.3768005,"clear","1","Female",7,"Jul",12,"Tuesday",3,28,"Summer"
"175",26204,2011-07-14,2011,"Thursday","Auto","Parked Vehicle","Cambridgeside Pl"," Cambridgeside Pl &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",7,"Jul",14,"Thursday",5,28,"Summer"
"176",26210,2011-07-14,2011,"Thursday","Auto","Parked Vehicle","Tremont St"," Tremont St &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",7,"Jul",14,"Thursday",5,28,"Summer"
"177",26229,2011-07-16,2011,"Saturday","Auto","Fixed Object","MONTAGUE ST"," MONTAGUE ST &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",7,"Jul",16,"Saturday",7,29,"Summer"
"178",26243,2011-07-22,2011,"Friday","Auto","Fixed Object","Jackson Pl"," Jackson Pl &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Female",7,"Jul",22,"Friday",6,29,"Summer"
"179",26248,2011-07-23,2011,"Saturday","Auto","Fixed Object","Bishop Allen Dr"," Bishop Allen Dr &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",7,"Jul",23,"Saturday",7,30,"Summer"
"180",26249,2011-07-23,2011,"Saturday","Auto","Fixed Object","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","5","Male",7,"Jul",23,"Saturday",7,30,"Summer"
"181",26280,2011-07-27,2011,"Wednesday","Auto","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",-71.1483002,42.3768005,"rain","5","Male",7,"Jul",27,"Wednesday",4,30,"Summer"
"182",26319,2011-08-07,2011,"Sunday","Auto","Bicycle","PACIFIC ST"," PACIFIC ST &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Female",8,"Aug",7,"Sunday",1,32,"Summer"
"183",26352,2011-08-15,2011,"Monday","Bus (Other)","Auto","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",-71.1483002,42.3768005,"snow","5","Female",8,"Aug",15,"Monday",2,33,"Summer"
"184",26354,2011-08-15,2011,"Monday","Auto","Motorcycle","Broadway"," Broadway &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Male",8,"Aug",15,"Monday",2,33,"Summer"
"185",26370,2011-08-19,2011,"Friday","Auto","Pedestrian","Massachusetts Ave"," Massachusetts Ave &  Cambridge, MA",-71.1483002,42.3768005,"rain","1","Female",8,"Aug",19,"Friday",6,33,"Summer"
"186",26393,2011-08-24,2011,"Wednesday","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",8,"Aug",24,"Wednesday",4,34,"Summer"
"187",26411,2011-08-28,2011,"Sunday","Auto","Parked Vehicle","KINNAIRD ST"," KINNAIRD ST &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",8,"Aug",28,"Sunday",1,35,"Summer"
"188",26539,2011-08-28,2011,"","Auto","Auto","Massachusetts Ave"," Massachusetts Ave &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",8,"Aug",28,"Sunday",1,35,"Summer"
"189",26635,2011-08-30,2011,"Friday","Auto","Parked Vehicle","Waterhouse St"," Waterhouse St &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",8,"Aug",30,"Tuesday",3,35,"Summer"
"190",26430,2011-08-31,2011,"Wednesday","Auto","Bicycle","Antrim St"," Antrim St &  Cambridge, MA",-71.1483002,42.3768005,"snow","1","Female",8,"Aug",31,"Wednesday",4,35,"Summer"
"191",26431,2011-08-31,2011,"Wednesday","Auto","Parked Vehicle","Bishop Allen Dr"," Bishop Allen Dr &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Female",8,"Aug",31,"Wednesday",4,35,"Summer"
"192",26445,2011-09-06,2011,"Tuesday","Auto","Bicycle","QUINCY ST"," QUINCY ST &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",9,"Sep",6,"Tuesday",3,36,"Fall"
"193",26508,2011-09-12,2011,"Monday","Auto","Auto","FRESH POND PKY"," FRESH POND PKY &  Cambridge, MA",-71.1483002,42.3768005,"snow","1","Male",9,"Sep",12,"Monday",2,37,"Fall"
"194",27065,2011-12-15,2011,"Thursday","Auto","Parked Vehicle","","  &  Cambridge, MA",-71.1483002,42.3768005,"clear","1","Male",12,"Dec",15,"Thursday",5,50,"Winter"
"195",26495,2011-09-16,2011,"Friday","Auto","Taxi","","1  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",9,"Sep",16,"Friday",6,37,"Fall"
"196",26550,2011-09-18,2011,"Sunday","Auto","Parked Vehicle","Cambridgeside Pl"," Cambridgeside Pl &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Female",9,"Sep",18,"Sunday",1,38,"Fall"
"197",26522,2011-09-21,2011,"Wednesday","Auto","Auto","MAIN ST"," MAIN ST &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",9,"Sep",21,"Wednesday",4,38,"Fall"
"198",26540,2011-09-23,2011,"Friday","Auto","Fixed Object","Concord Ave","730 Concord Ave Cambridge, MA",-71.1483002,42.3768005,"snow","1","Female",9,"Sep",23,"Friday",6,38,"Fall"
"199",26542,2011-09-26,2011,"Monday","Auto","Parked Vehicle","Porter Rd"," Porter Rd &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",9,"Sep",26,"Monday",2,39,"Fall"
"200",26560,2011-10-01,2011,"Saturday","Auto","Fixed Object","Cambridge St"," Cambridge St &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","6","Male",10,"Oct",1,"Saturday",7,40,"Fall"
"201",26569,2011-10-02,2011,"Sunday","Auto","Parked Vehicle","Winslow St"," Winslow St &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Male",10,"Oct",2,"Sunday",1,40,"Fall"
"202",26614,2011-10-13,2011,"Thursday","Truck","Fixed Object","Monsignor OBrien Hwy"," Monsignor OBrien Hwy &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Male",10,"Oct",13,"Thursday",5,41,"Fall"
"203",26617,2011-10-13,2011,"Thursday","Auto","Auto","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","1","Female",10,"Oct",13,"Thursday",5,41,"Fall"
"204",26651,2011-10-15,2011,"Saturday","Auto","Parked Vehicle","Bishop Allen Dr"," Bishop Allen Dr &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","1","Male",10,"Oct",15,"Saturday",7,42,"Fall"
"205",26661,2011-10-20,2011,"Thursday","Auto","Parked Vehicle","Cushing St","10 Cushing St Cambridge, MA",-71.1483002,42.3768005,"cloudy","1","Male",10,"Oct",20,"Thursday",5,42,"Fall"
"206",26691,2011-10-24,2011,"Monday","Taxi","Bicycle","Western Ave"," Western Ave &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Female",10,"Oct",24,"Monday",2,43,"Fall"
"207",26710,2011-10-27,2011,"Thursday","Auto","Pedestrian","Cambridge St"," Cambridge St & DAY ST Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","6","Female",10,"Oct",27,"Thursday",5,43,"Fall"
"208",26717,2011-10-28,2011,"Friday","Auto","Auto","Sixth St"," Sixth St &  Cambridge, MA",-71.1483002,42.3768005,"clear","7","Female",10,"Oct",28,"Friday",6,43,"Fall"
"209",29985,2011-11-01,2011,"","","","","  &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Female",11,"Nov",1,"Tuesday",3,44,"Fall"
"210",26766,2011-11-07,2011,"Monday","Auto","Bicycle","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","7","Female",11,"Nov",7,"Monday",2,45,"Fall"
"211",27111,2011-11-09,2011,"","Truck","Parked Vehicle","Inman St"," Inman St &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","7","Male",11,"Nov",9,"Wednesday",4,45,"Fall"
"212",30714,2012-05-07,2012,"Monday","Auto","Bicycle","University Pl","2 University Pl Cambridge, MA",-71.1483002,42.3768005,"SUNNY","7","Male",5,"May",7,"Monday",2,19,"Spring"
"213",26774,2011-11-10,2011,"Thursday","Auto","Truck","Wheeler St"," Wheeler St &  Cambridge, MA",-71.1483002,42.3768005,"clear","7","Male",11,"Nov",10,"Thursday",5,45,"Fall"
"214",26809,2011-11-16,2011,"Wednesday","Truck","Pedestrian","HOLYOKE ST"," HOLYOKE ST &  Cambridge, MA",-71.1483002,42.3768005,"rain","7","Male",11,"Nov",16,"Wednesday",4,46,"Fall"
"215",26863,2011-11-29,2011,"Tuesday","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",-71.1483002,42.3768005,"clear","7","Female",11,"Nov",29,"Tuesday",3,48,"Fall"
"216",27000,2011-12-01,2011,"Tuesday","Auto","Auto","Acacia St"," Acacia St & Bishop Allen Dr Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Male",12,"Dec",1,"Thursday",5,48,"Winter"
"217",28894,2013-03-18,2013,"Monday","Auto","Parked Vehicle","FRESH POND PKY"," FRESH POND PKY &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Female",3,"Mar",18,"Monday",2,11,"Spring"
"218",26936,2011-12-10,2011,"","Auto","Auto","Walden St"," Walden St &  Cambridge, MA",-71.1483002,42.3768005,"clear","7","Female",12,"Dec",10,"Saturday",7,50,"Winter"
"219",26922,2011-12-13,2011,"Tuesday","Auto","Parked Vehicle","Amory St"," Amory St &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","7","Male",12,"Dec",13,"Tuesday",3,50,"Winter"
"220",27109,2011-12-13,2011,"","Auto","Auto","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",-71.1483002,42.3768005,"snow","7","Female",12,"Dec",13,"Tuesday",3,50,"Winter"
"221",26932,2011-12-15,2011,"Thursday","Auto","Parked Vehicle","Porter Sq"," Porter Sq &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","7","Female",12,"Dec",15,"Thursday",5,50,"Winter"
"222",26959,2011-12-17,2011,"","Auto","Parked Vehicle","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","5","Female",12,"Dec",17,"Saturday",7,51,"Winter"
"223",26960,2011-12-19,2011,"","Auto","Auto","MEMORIAL DR"," MEMORIAL DR &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","7","Female",12,"Dec",19,"Monday",2,51,"Winter"
"224",26966,2011-12-22,2011,"Thursday","MBTA Bus","Parked Vehicle","GARDEN ST"," GARDEN ST &  Cambridge, MA",-71.1483002,42.3768005,"clear","7","Male",12,"Dec",22,"Thursday",5,51,"Winter"
"225",26967,2011-12-22,2011,"Thursday","Taxi","Parked Vehicle","MOUNT AUBURN ST"," MOUNT AUBURN ST &  Cambridge, MA",-71.1483002,42.3768005,"rain","5","Female",12,"Dec",22,"Thursday",5,51,"Winter"
"226",26985,2011-12-23,2011,"Friday","Auto","Parked Vehicle","Alewife Brook Pky"," Alewife Brook Pky &  Cambridge, MA",-71.1483002,42.3768005,"clear","7","Female",12,"Dec",23,"Friday",6,51,"Winter"
"227",26975,2011-12-24,2011,"Saturday","Auto","Parked Vehicle","Cambridgeside Pl"," Cambridgeside Pl &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Female",12,"Dec",24,"Saturday",7,52,"Winter"
"228",26978,2011-12-24,2011,"Saturday","Auto","Parked Vehicle","Cambridgeside Pl"," Cambridgeside Pl &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","7","Female",12,"Dec",24,"Saturday",7,52,"Winter"
"229",26990,2011-12-27,2011,"Tuesday","Auto","Auto","Fresh Pond Ln"," Fresh Pond Ln &  Cambridge, MA",-71.1483002,42.3768005,"SUNNY","7","Male",12,"Dec",27,"Tuesday",3,52,"Winter"
"230",30216,2012-01-01,2012,"Monday","Auto","Auto","Austin Park"," Austin Park &  Cambridge, MA",-71.1483002,42.3768005,"rain","7","Male",1,"Jan",1,"Sunday",1,1,"Winter"
"231",30220,2012-01-01,2012,"Sunday","Auto","Parked Vehicle","Coolidge Ave"," Coolidge Ave &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Male",1,"Jan",1,"Sunday",1,1,"Winter"
"232",30725,2012-01-01,2012,"","","","","  &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Female",1,"Jan",1,"Sunday",1,1,"Winter"
"233",30227,2012-01-03,2012,"Tuesday","Auto","Fixed Object","Technology Sq"," Technology Sq &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","7","Female",1,"Jan",3,"Tuesday",3,1,"Winter"
"234",30237,2012-01-06,2012,"Friday","Auto","Auto","Porter Sq"," Porter Sq &  Cambridge, MA",-71.1483002,42.3768005,"rain","7","Male",1,"Jan",6,"Friday",6,1,"Winter"
"235",30254,2012-01-12,2012,"Thursday","Auto","Auto","Portland St"," Portland St &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Male",1,"Jan",12,"Thursday",5,2,"Winter"
"236",30286,2012-01-15,2012,"Sunday","Auto","Parked Vehicle","HILLIARD ST"," HILLIARD ST &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Female",1,"Jan",15,"Sunday",1,3,"Winter"
"237",30281,2012-01-18,2012,"Wednesday","Auto","Auto","GARDEN ST"," GARDEN ST & GARDEN ST Cambridge, MA",-71.1483002,42.3768005,"snow","7","Male",1,"Jan",18,"Wednesday",4,3,"Winter"
"238",30311,2012-01-19,2012,"Thursday","Auto","Auto","HURON AVE"," HURON AVE & SHERMAN ST Cambridge, MA",-71.1483002,42.3768005,"snow","7","Female",1,"Jan",19,"Thursday",5,3,"Winter"
"239",30335,2012-01-29,2012,"Sunday","Auto","Pedestrian","Bishop Allen Dr"," Bishop Allen Dr &  Cambridge, MA",-71.1483002,42.3768005,"rain","7","Male",1,"Jan",29,"Sunday",1,5,"Winter"
"240",30368,2012-02-06,2012,"Monday","Auto","Parked Vehicle","HOLYOKE ST"," HOLYOKE ST &  Cambridge, MA",-71.1483002,42.3768005,"cloudy","7","Female",2,"Feb",6,"Monday",2,6,"Winter"
"241",30370,2012-02-07,2012,"Tuesday","Auto","Pedestrian","QUINCY ST"," QUINCY ST & LAMSON PL Cambridge, MA",-71.1483002,42.3768005,"clear","7","Female",2,"Feb",7,"Tuesday",3,6,"Winter"
"242",30376,2012-02-08,2012,"Wednesday","Truck","Auto","Massachusetts Ave"," Massachusetts Ave &  Cambridge, MA",-71.1483002,42.3768005,"sleet,hail,freezing rain or drizzle","7","Female",2,"Feb",8,"Wednesday",4,6,"Winter"
