Crash Number,Date Time,Year,Day Of Week,Object 1,Object 2,Street Number,Steet Name,Cross Street,Location,Latitude,Longitude,Weather,Hospitals,Gender
1500000358,2/24/2015,2015,Tuesday,PASSENGER CAR,PASSENGER CAR,,SIDNEY ST,ALLSTON ST,SIDNEY ST & ALLSTON ST,42.357399,-71.1059036,SUNNY,7,2
1500000354,2/24/2015,2015,Tuesday,PASSENGER CAR,,95,ANTRIM STREET,,95 ANTRIM STREET,42.3726997,-71.1020966,"sleet,hail,freezing rain or drizzle",7,2
1500000355,2/24/2015,2015,Tuesday,PASSENGER CAR,,4,WATSON STREET,,4 WATSON STREET,42.361599,-71.1035995,cloudy,7,2
1500000356,2/24/2015,2015,Tuesday,PASSENGER CAR,PASSENGER CAR,,MUSEUM WAY,EDUCATION ST,MUSEUM WAY & EDUCATION ST,42.3698006,-71.0714035,cloudy,7,2
1500000360,2/24/2015,2015,Tuesday,PASSENGER CAR,,700,MAIN ST,,700 MAIN ST,42.362999,-71.0939026,"sleet,hail,freezing rain or drizzle",7,2
1500000359,2/25/2015,2015,Wednesday,PASSENGER CAR,,,BAY STREET,KINNAIRD STREET,BAY STREET & KINNAIRD STREET,42.3671989,-71.1113968,cloudy,7,2
1500000365,2/25/2015,2015,Wednesday,PASSENGER CAR,,62,HIGHLAND AVE,,62 HIGHLAND AVE,42.3735008,-71.1053009,cloudy,7,2
1500000366,2/26/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,HURON AV,APPLETON ST,HURON AV & APPLETON ST,42.3815002,-71.1341019,cloudy,7,2
1500000367,2/26/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,DOVER ST,MASS AVE,DOVER ST & MASS AVE,42.3945007,-71.1269989,SUNNY,7,2
1500000371,2/26/2015,2015,Thursday,PASSENGER CAR,,23,LEE ST,,23 LEE ST,42.3689003,-71.1066971,cloudy,7,2
1500000368,2/26/2015,2015,Thursday,PASSENGER CAR,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",25,ATHENS STREET,,25 ATHENS STREET,42.3699989,-71.1156006,snow,7,2
1500000369,2/26/2015,2015,Thursday,PASSENGER CAR,PASSENGER CAR,306,WEBSTER AVE,,306 WEBSTER AVE,42.3731995,-71.0943985,"sleet,hail,freezing rain or drizzle",7,2
1500000372,2/26/2015,2015,Thursday,PASSENGER CAR,,17,ATHENS STREET,,17 ATHENS STREET,42.3700981,-71.1156006,cloudy,7,2
1500000373,2/26/2015,2015,Thursday,PASSENGER CAR,PASSENGER CAR,71,CHERRY STREET,,71 CHERRY STREET,42.3644981,-71.0972977,SUNNY,7,2
1500000374,2/26/2015,2015,Thursday,PASSENGER CAR,,4,ELLSWORTH AVE,,4 ELLSWORTH AVE,42.3722992,-71.1078033,rain,7,2
1500000375,2/26/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,170,ALBANY STREET,,170 ALBANY STREET,42.3595009,-71.098999,cloudy,7,2
1500000376,2/27/2015,2015,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,PUTNAM AVE,SURREY STREET,PUTNAM AVE & SURREY STREET,42.3686981,-71.1135025,cloudy,7,2
1500000377,2/27/2015,2015,Friday,PASSENGER CAR,,,PUTNAM AVE,FRANKLIN ST,PUTNAM AVE & FRANKLIN ST,42.3685989,-71.1135025,rain,7,2
1500000379,2/27/2015,2015,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,MASS AV,VASSAR ST,MASS AV & VASSAR ST,42.360199,-71.094902,SUNNY,7,2
1500000381,2/27/2015,2015,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",100,CAMBRIDGE SIDE PL.,,100 CAMBRIDGE SIDE PL.,42.3670998,-71.0765991,SUNNY,7,2
1500000380,2/27/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,,MASSACHUSETTS AVENUE,CHAUNCY STREET,MASSACHUSETTS AVENUE & CHAUNCY STREET,42.3800011,-71.1199036,clear,7,2
1500000382,2/28/2015,2015,Saturday,OTHER,,116,NORFOLK STREET,,116 NORFOLK STREET,42.3666992,-71.1003036,cloudy,7,2
1500000383,2/28/2015,2015,Saturday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",60,OXFORD ST.,,60 OXFORD ST.,42.3806992,-71.1164017,rain,7,2
1500000384,2/28/2015,2015,Saturday,PASSENGER CAR,,1,EXETER ST.,,1 EXETER ST.,42.3848,-71.1194,rain,7,2
1500000385,3/1/2015,2015,Sunday,,,15,MT VERNON ST,,15 MT VERNON ST,42.3874016,-71.1193008,clear,7,2
1500000386,3/1/2015,2015,Sunday,PASSENGER CAR,PASSENGER CAR,,MASS AVE,BEECH ST,MASS AVE & BEECH ST,42.3903008,-71.1210022,cloudy,7,2
1500000387,3/1/2015,2015,Sunday,PASSENGER CAR,,22,JFK STREET,,22 JFK STREET,42.3730011,-71.1197968,cloudy,7,2
1500000388,3/1/2015,2015,Sunday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",266,MASSACHUSETTS AVENUE,,266 MASSACHUSETTS AVENUE,42.3619003,-71.0979004,cloudy,7,2
1500000389,3/1/2015,2015,Sunday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,184,THORNDIKE ST,,184 THORNDIKE ST,42.3704987,-71.0867004,SUNNY,7,2
1500000392,3/1/2015,2015,Sunday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,169,VASSAR ST,,169 VASSAR ST,42.3578987,-71.0995026,cloudy,7,2
1500000391,3/1/2015,2015,Sunday,PASSENGER CAR,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",65,ALLSTON,,65 ALLSTON,42.3574982,-71.1062012,rain,7,2
1500000393,3/2/2015,2015,Monday,PASSENGER CAR,TRUCK TRAILER,290,MAIN ST,,290 MAIN ST,42.3624001,-71.0858994,cloudy,7,2
1500000396,3/2/2015,2015,Monday,PASSENGER CAR,,72,PORTER ST,,72 PORTER ST,42.3736992,-71.0903015,"sleet,hail,freezing rain or drizzle",7,2
1500000398,3/2/2015,2015,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,1,FAYETTE ST,,1 FAYETTE ST,42.3708,-71.1046982,SUNNY,7,2
1500000400,3/2/2015,2015,Monday,PASSENGER CAR,,62/64,PORTER RD,,62/64 PORTER RD,42.3894005,-71.1214981,"sleet,hail,freezing rain or drizzle",7,2
1500000465,3/2/2015,2015,Monday,PASSENGER CAR,,20,HOLMES STREET,,20 HOLMES STREET,42.3776016,-71.1499023,cloudy,7,2
1500000402,3/3/2015,2015,Tuesday,PASSENGER CAR,PASSENGER CAR,,MASS AVE,WALDEN STREET,MASS AVE & WALDEN STREET,42.3913994,-71.1232986,cloudy,7,2
1500000404,3/3/2015,2015,Tuesday,PASSENGER CAR,,955,MASSACHUSETTS AVE,,955 MASSACHUSETTS AVE,42.3689995,-71.110199,cloudy,7,2
1500000405,3/3/2015,2015,Tuesday,PASSENGER CAR,,74-76,PLYMOUTH STREET,,74-76 PLYMOUTH STREET,42.3689003,-71.094101,"sleet,hail,freezing rain or drizzle",7,2
1500000406,3/4/2015,2015,Wednesday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,BROADWAY,HANCOCK ST.,BROADWAY & HANCOCK ST.,42.3712997,-71.106102,"sleet,hail,freezing rain or drizzle",7,2
1500000407,3/4/2015,2015,Wednesday,PASSENGER CAR,,60,REED STREET,,60 REED STREET,42.3950996,-71.132103,cloudy,7,2
1500000408,3/4/2015,2015,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,19,MURDOCK STREET,,19 MURDOCK STREET,42.3708992,-71.0991974,rain,7,2
1500000409,3/4/2015,2015,Wednesday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",60,OXFORD STREET,,60 OXFORD STREET,42.3806992,-71.1164017,cloudy,7,2
1500000410,3/4/2015,2015,Wednesday,PASSENGER CAR,,206,FRANKLIN STREET,,206 FRANKLIN STREET,42.3636017,-71.1036987,"sleet,hail,freezing rain or drizzle",7,2
1500000751,5/19/2015,2015,Tuesday,,,,GARDEN ST,IVY ST,GARDEN ST & IVY ST,42.3860016,-71.1333008,SUNNY,7,2
1500000411,3/5/2015,2015,Thursday,PASSENGER CAR,PASSENGER CAR,,HAMPSHIRE ST,CAMBRIDGE ST,HAMPSHIRE ST & CAMBRIDGE ST,42.3736992,-71.1007996,clear,7,2
1500000414,3/6/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,10,ELIOT STREET,,10 ELIOT STREET,42.3725014,-71.1216965,cloudy,7,2
1500000415,3/7/2015,2015,Saturday,PASSENGER CAR,PASSENGER CAR,,MASSCHUSETTS AVE,WATERHOUSE STREET,MASSCHUSETTS AVE & WATERHOUSE STREET,42.3778992,-71.1205978,rain,7,2
1500000417,3/7/2015,2015,Saturday,PASSENGER CAR,OTHER,57,CEDAR ST,,57 CEDAR ST,42.3941994,-71.1307983,SUNNY,7,2
1500000418,3/7/2015,2015,Saturday,SINGLE UNIT TRUCK (3 0R MORE AXLES),PASSENGER CAR,,CAMBRIDGE STREET,BROADWAY,CAMBRIDGE STREET & BROADWAY,42.3755989,-71.1156998,clear,7,2
1500000419,3/7/2015,2015,Saturday,PASSENGER CAR,,32,OXFORD ST,,32 OXFORD ST,42.3791008,-71.1166,SUNNY,7,2
1500000420,3/8/2015,2015,Sunday,PASSENGER CAR,,,SIXTH STREET,CAMBRIDGE STREET,SIXTH STREET & CAMBRIDGE STREET,42.3717003,-71.0848007,rain,7,2
1500000422,3/8/2015,2015,Sunday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,WALDEN ST,RICHDALE AVE,WALDEN ST & RICHDALE AVE,42.3889008,-71.125,SUNNY,7,2
1500000423,3/8/2015,2015,Sunday,PASSENGER CAR,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",211,ALEWIFE BROOK PARKWAY,,211 ALEWIFE BROOK PARKWAY,42.3894997,-71.142601,"sleet,hail,freezing rain or drizzle",7,2
1500000424,3/9/2015,2015,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,BROADWAY,COLUMBIA STREET,BROADWAY & COLUMBIA STREET,42.3679008,-71.0973969,"sleet,hail,freezing rain or drizzle",7,2
1500000433,3/9/2015,2015,Monday,PASSENGER CAR,,1,WHITE ST,,1 WHITE ST,42.3890991,-71.1179962,"sleet,hail,freezing rain or drizzle",7,2
1500000432,3/9/2015,2015,Monday,PASSENGER CAR,PASSENGER CAR,2335,MASS AVE,,2335 MASS AVE,42.3959999,-71.1287003,cloudy,7,2
1500000425,3/9/2015,2015,Monday,PASSENGER CAR,PASSENGER CAR,,WHEELER STREET,CONCORD AVE,WHEELER STREET & CONCORD AVE,42.3885994,-71.1440964,cloudy,7,2
1500000430,3/10/2015,2015,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,410,MASSACHUSETTS AVENUE,,410 MASSACHUSETTS AVENUE,42.3633003,-71.1001968,clear,7,2
1500000434,3/10/2015,2015,Tuesday,PASSENGER CAR,,,PROSPECT STREET,BISHOP ALLEN DRIVE,PROSPECT STREET & BISHOP ALLEN DRIVE,42.3662987,-71.1032028,clear,7,2
1500000436,3/10/2015,2015,Tuesday,PASSENGER CAR,PASSENGER CAR,330,MT. AUBURN STREET,,330 MT. AUBURN STREET,42.375,-71.134697,cloudy,7,2
1500000438,3/10/2015,2015,Tuesday,PASSENGER CAR,PASSENGER CAR,2451,MASS AVE,,2451 MASS AVE,42.3983994,-71.1314011,SUNNY,7,2
1500000439,3/11/2015,2015,Wednesday,PASSENGER CAR,,362,RINDGE AVE,,362 RINDGE AVE,42.3939018,-71.1383972,clear,7,2
1500000448,3/11/2015,2015,Wednesday,SINGLE UNIT TRUCK (3 0R MORE AXLES),,354,PUTNAM AVE,,354 PUTNAM AVE,42.3611984,-71.1134033,cloudy,7,2
1500000440,3/11/2015,2015,Wednesday,PASSENGER CAR,,351,FRESHPOND PARKWAY,,351 FRESHPOND PARKWAY,42.3862991,-71.141098,SUNNY,7,2
1500000442,3/12/2015,2015,Thursday,PASSENGER CAR,,95,HAMPSHIRE STREET,,95 HAMPSHIRE STREET,42.3689995,-71.0951004,clear,7,2
1500000443,3/12/2015,2015,Thursday,PASSENGER CAR,,,CONCORD AVE,BIRCH ST,CONCORD AVE & BIRCH ST,42.3862991,-71.1397018,cloudy,7,2
1500000444,3/12/2015,2015,Thursday,PASSENGER CAR,,,HAMPSHIRE STREET,UNION STREET,HAMPSHIRE STREET & UNION STREET,42.3694,-71.0954971,cloudy,7,2
1500000446,3/12/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,CAMBRIDGE ST,SECOND ST,CAMBRIDGE ST & SECOND ST,42.3708992,-71.078598,SUNNY,6,2
1500000447,3/12/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",90,BROADWAY,,90 BROADWAY,42.3639984,-71.0874023,cloudy,7,2
1500000450,3/12/2015,2015,Thursday,PASSENGER CAR,,820,SOMERVILLE AVE,,820 SOMERVILLE AVE,42.3880005,-71.1182022,"sleet,hail,freezing rain or drizzle",#N/A,2
1500000485,3/13/2015,2015,Friday,PASSENGER CAR,,1,WHITE STREET,,1 WHITE STREET,42.3890991,-71.1179962,clear,7,2
1500000454,3/13/2015,2015,Friday,PASSENGER CAR,"SINGLE UNIT TRUCK (2 AXLES, 6 TIRES)",36-38,PORTSMOUTH STREET,,36-38 PORTSMOUTH STREET,42.3684998,-71.0938034,cloudy,7,2
1500000458,3/13/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,,BROOKLINE STREET,FRANKLINE STREET,BROOKLINE STREET & FRANKLINE STREET,42.3628998,-71.1024017,cloudy,7,2
1500000457,3/13/2015,2015,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,130,BISHOP ALLEN DR,,130 BISHOP ALLEN DR,42.3665009,-71.1035004,clear,7,2
1500000459,3/13/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,47,BISHOP ALLEN DR,,47 BISHOP ALLEN DR,42.3647003,-71.1003036,cloudy,7,2
1500000461,3/14/2015,2015,Saturday,PASSENGER CAR,,,HARDING,CAMBRIDGE,HARDING & CAMBRIDGE,42.3723984,-71.0906982,SUNNY,7,2
1500000462,3/14/2015,2015,Saturday,UNKNOWN HEAVY TRUCK,PASSENGER CAR,7-Nov,CORCORAN PK,,11-7 CORCORAN PK,42.3767014,-71.153801,"sleet,hail,freezing rain or drizzle",7,2
1500000464,3/14/2015,2015,Saturday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",89,LINCOLN STREET,,89 LINCOLN STREET,42.3713989,-71.0953979,SUNNY,7,2
1500000466,3/15/2015,2015,Sunday,PASSENGER CAR,PASSENGER CAR,150,HAMPSHIRE,,150 HAMPSHIRE,42.3714981,-71.0980988,SUNNY,7,2
1500000467,3/16/2015,2015,Monday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,BROADWAY,AMES ST,BROADWAY & AMES ST,42.3639984,-71.0874023,snow,7,2
1500000470,3/16/2015,2015,Monday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,INMAN STREET,BROADWAY STREET,INMAN STREET & BROADWAY STREET,42.3700981,-71.1028976,rain,7,2
1500000471,3/16/2015,2015,Monday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,MASSACHUSETTS AVE,BEECH STREET,MASSACHUSETTS AVE & BEECH STREET,42.3903008,-71.1210022,SUNNY,7,2
1500000473,3/16/2015,2015,Monday,TRUCK TRAILER,PASSENGER CAR,27,RICHARD AVE,,27 RICHARD AVE,42.4006996,-71.1332016,clear,7,2
1500000474,3/17/2015,2015,Tuesday,PASSENGER CAR,PASSENGER CAR,,NEW STREET,BAY STATE RD,NEW STREET & BAY STATE RD,42.3871002,-71.1409988,rain,7,2
1500000476,3/17/2015,2015,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,AVON STREET,SHEPARD STREET,AVON STREET & SHEPARD STREET,42.3814011,-71.1219025,SUNNY,7,2
1500000479,3/18/2015,2015,Wednesday,PASSENGER CAR,PASSENGER CAR,,SIXTH STREET,THORNDIKE ST,SIXTH STREET & THORNDIKE ST,42.3703003,-71.0850983,SUNNY,7,2
1500000480,3/18/2015,2015,Wednesday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,BINNEY ST,THIRD ST,BINNEY ST & THIRD ST,42.3656998,-71.0823975,"sleet,hail,freezing rain or drizzle",7,2
1500000481,3/18/2015,2015,Wednesday,PASSENGER CAR,PASSENGER CAR,821,MAIN STREET,,821 MAIN STREET,42.3633003,-71.0975037,SUNNY,7,2
1500000482,3/18/2015,2015,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,BISHOP ALLEN DR,DOUGLAS,BISHOP ALLEN DR & DOUGLAS,42.3647003,-71.1004028,SUNNY,7,2
1500000483,3/18/2015,2015,Wednesday,PASSENGER CAR,,364,RINDGE AVE,,364 RINDGE AVE,42.3939018,-71.1384964,clear,7,2
1500000488,3/18/2015,2015,Wednesday,PASSENGER CAR,,1100,CAMBRIDGE ST,,1100 CAMBRIDGE ST,42.3730011,-71.0954971,SUNNY,6,2
1500000487,3/19/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,BLANCHARD ROAD,CONCORD AVENUE,BLANCHARD ROAD & CONCORD AVENUE,42.3908997,-71.1572037,"sleet,hail,freezing rain or drizzle",7,2
1500000489,3/20/2015,2015,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,80,JFK STREET,,80 JFK STREET,42.3706017,-71.1218033,cloudy,7,2
1500000491,3/20/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,,CAMBRIDGE STREET,CARDINAL MEDEIROS,CAMBRIDGE STREET & CARDINAL MEDEIROS,42.3721008,-71.088501,snow,7,2
1500000492,3/21/2015,2015,Saturday,PASSENGER CAR,,,OXFORD ST,FOREST ST,OXFORD ST & FOREST ST,42.3852005,-71.1160965,cloudy,7,2
1500000494,3/21/2015,2015,Saturday,PASSENGER CAR,,364,BROADWAY,,364 BROADWAY,42.3706017,-71.1042023,"sleet,hail,freezing rain or drizzle",7,2
1500000512,3/21/2015,2015,Saturday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,PROSPECT STREET,BROADWAY,PROSPECT STREET & BROADWAY,42.3693008,-71.1009979,"sleet,hail,freezing rain or drizzle",7,2
1500000497,3/23/2015,2015,Monday,PASSENGER CAR,,49,HAWTHORNE STREET,,49 HAWTHORNE STREET,42.3745003,-71.1264038,"sleet,hail,freezing rain or drizzle",7,2
1500000498,3/23/2015,2015,Monday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",19,OXFORD STREET,,19 OXFORD STREET,42.3781013,-71.1164017,"sleet,hail,freezing rain or drizzle",7,2
1500000502,3/24/2015,2015,Tuesday,TRACTOR / SEMI-TRIALER,PASSENGER CAR,330,RIVER STREET,,330 RIVER STREET,42.3620987,-71.1138992,cloudy,7,2
1500000504,3/24/2015,2015,Tuesday,PASSENGER CAR,,57,JFK STREET,,57 JFK STREET,42.3721008,-71.1204987,SUNNY,7,2
1500000505,3/24/2015,2015,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,WINDSOR ST,STATE ST,WINDSOR ST & STATE ST,42.3624992,-71.0968018,"sleet,hail,freezing rain or drizzle",7,2
1500000509,3/26/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,,HAMPSHIRE ST,PROSPECT ST,HAMPSHIRE ST & PROSPECT ST,42.3722,-71.098999,cloudy,7,2
1500000510,3/26/2015,2015,Thursday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,COLUMBIA ST,HAMPSHIRE ST,COLUMBIA ST & HAMPSHIRE ST,42.3698997,-71.096199,SUNNY,7,2
1500000511,3/26/2015,2015,Thursday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,500,MASS AVE,,500 MASS AVE,42.3641014,-71.1015015,"sleet,hail,freezing rain or drizzle",7,2
1500000513,3/27/2015,2015,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",105,MASS AVE,,105 MASS AVE,42.3596992,-71.0942993,snow,7,2
1500000514,3/27/2015,2015,Friday,PASSENGER CAR,,725,CONCORD AVE,,725 CONCORD AVE,42.3903999,-71.1524963,cloudy,7,2
1500000515,3/28/2015,2015,Saturday,PASSENGER CAR,,,SODEN ST.,FRANKLIN ST,SODEN ST. & FRANKLIN ST,42.3664017,-71.1082993,SUNNY,7,2
1500000516,3/28/2015,2015,Saturday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,MAIN ST,SIDNEY EXT,MAIN ST & SIDNEY EXT,42.3633995,-71.0994034,cloudy,7,2
1500000518,3/28/2015,2015,Saturday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,MASSACHUSETTS AV,WALDEN ST,MASSACHUSETTS AV & WALDEN ST,42.3913994,-71.1232986,rain,7,2
1500000519,3/28/2015,2015,Saturday,PASSENGER CAR,PASSENGER CAR,,MONSIGNOR O'BRIEN HIGHWAY,MONSIGNOR O'BRIEN HIGHWAY,MONSIGNOR O'BRIEN HIGHWAY & MONSIGNOR O'BRIEN HIGHWAY,42.3737984,-71.0820999,"sleet,hail,freezing rain or drizzle",7,2
1500000520,3/28/2015,2015,Saturday,PASSENGER CAR,PASSENGER CAR,,GARDEN ST.,PEABODY ST.,GARDEN ST. & PEABODY ST.,42.375,-71.1185989,"sleet,hail,freezing rain or drizzle",7,2
1500000526,3/31/2015,2015,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",100,CAMBRIDGESIDE PLACE,,100 CAMBRIDGESIDE PLACE,42.3670998,-71.0765991,clear,7,2
1500000524,3/31/2015,2015,Tuesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,680,HURON AVE,,680 HURON AVE,42.3806992,-71.1537018,rain,7,2
1500000525,3/31/2015,2015,Tuesday,PASSENGER CAR,,77,MASSACHUSETTS AVE,,77 MASSACHUSETTS AVE,42.3591995,-71.0936966,rain,7,2
1500000528,4/1/2015,2015,Wednesday,UNKNOWN HEAVY TRUCK,,1,BLANCHARD ROAD,,1 BLANCHARD ROAD,42.3919983,-71.1576004,cloudy,7,2
1500000529,4/1/2015,2015,Wednesday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)","LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",,ESSEX ST,LAMSON,ESSEX ST & LAMSON,42.3671989,-71.1013031,"sleet,hail,freezing rain or drizzle",7,2
1500000530,4/1/2015,2015,Wednesday,PASSENGER CAR,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",700,HURON AVE,,700 HURON AVE,42.3821983,-71.1577988,"sleet,hail,freezing rain or drizzle",7,2
1500000532,4/2/2015,2015,Thursday,PASSENGER CAR,PASSENGER CAR,,PEABODY ST,GARDEN ST,PEABODY ST & GARDEN ST,42.375,-71.1185989,"sleet,hail,freezing rain or drizzle",7,2
1500000535,4/2/2015,2015,Thursday,PASSENGER CAR,PASSENGER CAR,699,MOUNT AUBURN STREET,,699 MOUNT AUBURN STREET,42.3746986,-71.149498,SUNNY,7,2
1500000534,4/2/2015,2015,Thursday,PASSENGER CAR,PASSENGER CAR,,COLUMBIA,BROADWAY,COLUMBIA & BROADWAY,42.3679008,-71.0973969,"sleet,hail,freezing rain or drizzle",7,2
1500000536,4/3/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,,VASSAR ST,MEMORIAL DR,VASSAR ST & MEMORIAL DR,42.3534012,-71.1071014,"sleet,hail,freezing rain or drizzle",7,2
1500000537,4/3/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,777,CONCORD AVE,,777 CONCORD AVE,42.3905983,-71.1547012,"sleet,hail,freezing rain or drizzle",7,2
1500000538,4/3/2015,2015,Friday,"LIGHT TRUCK(VAN, MINI VAN, PICK-UP, SPORT UTILITY)",PASSENGER CAR,,GARDEN ST.,APPIAN WAY,GARDEN ST. & APPIAN WAY,42.3759995,-71.1210022,rain,7,2
1500000541,4/3/2015,2015,Friday,PASSENGER CAR,PASSENGER CAR,,PUTNAM AVE,GREEEN STREET,PUTNAM AVE & GREEEN STREET,42.3693008,-71.1135025,clear,7,2
1500000542,4/3/2015,2015,Friday,PASSENGER CAR,,1611,CAMBRIDGE ST.,,1611 CAMBRIDGE ST.,42.3746986,-71.1085968,SUNNY,6,2
1500000544,4/4/2015,2015,Saturday,PASSENGER CAR,PASSENGER CAR,390,HURON AVE.,,390 HURON AVE.,42.3809013,-71.1399994,"sleet,hail,freezing rain or drizzle",7,2
1500000543,4/4/2015,2015,Saturday,PASSENGER CAR,,,MASSACHUSETTS AVENUE,RICE STREET,MASSACHUSETTS AVENUE & RICE STREET,42.3953018,-71.1278992,snow,7,2
1500000545,4/4/2015,2015,Saturday,PASSENGER CAR,PASSENGER CAR,,MAIN,CHERRY,MAIN & CHERRY,42.3633003,-71.0975037,snow,7,2
1500000546,4/4/2015,2015,Saturday,PASSENGER CAR,,145,WILLOW STREET,,145 WILLOW STREET,42.3736992,-71.0915985,clear,7,2
1500000550,4/6/2015,2015,Monday,PASSENGER CAR,,21,NOTRE DAME AVE,,21 NOTRE DAME AVE,42.3917999,-71.131897,cloudy,7,2
1500000551,4/7/2015,2015,Tuesday,PASSENGER CAR,PASSENGER CAR,,MASS AVE,WASHBURN AVE,MASS AVE & WASHBURN AVE,42.3987999,-71.1320038,clear,7,2
